title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url
Philadelphia Chickens: A Too-Illogical Zoological Musical Revue,Sandra Boynton,https://www.goodreads.com/book/show/569977.Philadelphia_Chickens,,,,
Pink and Say,Patricia Polacco,https://www.goodreads.com/book/show/532069.Pink_and_Say,Pink and Say,Patricia Polacco,https://covers.openlibrary.org/b/id/2078979-L.jpg,https://openlibrary.org/works/OL25571W
The Devil's Arithmetic,Jane Yolen,https://www.goodreads.com/book/show/91357.The_Devil_s_Arithmetic,The devil's arithmetic,Jane Yolen,https://covers.openlibrary.org/b/id/948682-L.jpg,https://openlibrary.org/works/OL97262W
"Mossflower (Redwall, #2)",Brian Jacques,https://www.goodreads.com/book/show/201341.Mossflower,Mossflower (Redwall #2),Brian Jacques,https://covers.openlibrary.org/b/id/234848-L.jpg,https://openlibrary.org/works/OL25672716W
The Seven Chinese Brothers,Margaret Mahy,https://www.goodreads.com/book/show/816735.The_Seven_Chinese_Brothers,The Seven Chinese Brothers,Margaret Mahy,https://covers.openlibrary.org/b/id/7330987-L.jpg,https://openlibrary.org/works/OL86186W
The Missing Piece Meets the Big O,Shel Silverstein,https://www.goodreads.com/book/show/30125.The_Missing_Piece_Meets_the_Big_O,The Missing Piece Meets the Big O,Shel Silverstein,https://covers.openlibrary.org/b/id/6823304-L.jpg,https://openlibrary.org/works/OL15860754W
Sheep in a Jeep,Nancy E. Shaw,https://www.goodreads.com/book/show/820273.Sheep_in_a_Jeep,Sheep in a jeep,Nancy E. Shaw,https://covers.openlibrary.org/b/id/255747-L.jpg,https://openlibrary.org/works/OL3342530W
"Ramona Forever (Ramona, #7)",Beverly Cleary,https://www.goodreads.com/book/show/91249.Ramona_Forever,Ramona Forever,Beverly Cleary,https://covers.openlibrary.org/b/id/8594846-L.jpg,https://openlibrary.org/works/OL151969W
"Greenwitch (The Dark is Rising, #3)",Susan Cooper,https://www.goodreads.com/book/show/24963.Greenwitch,Greenwitch (The Dark Is Rising #3),Susan Cooper,https://covers.openlibrary.org/b/id/101366-L.jpg,https://openlibrary.org/works/OL894243W
The Real Mother Goose,Blanche Fisher Wright,https://www.goodreads.com/book/show/1001896.The_Real_Mother_Goose,The Real Mother Goose,Blanche Fisher Wright,https://covers.openlibrary.org/b/id/1755890-L.jpg,https://openlibrary.org/works/OL269660W
Rosie's Walk,Pat Hutchins,https://www.goodreads.com/book/show/420403.Rosie_s_Walk,Rosie's walk,Pat Hutchins,https://covers.openlibrary.org/b/id/14324-L.jpg,https://openlibrary.org/works/OL18805W
"The Secret Staircase (Brambly Hedge, #5)",Jill Barklem,https://www.goodreads.com/book/show/421584.The_Secret_Staircase,The Secret Staircase (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/239-L.jpg,https://openlibrary.org/works/OL53729W
Eloise in Moscow,Kay Thompson,https://www.goodreads.com/book/show/250640.Eloise_in_Moscow,Eloise in Moscow,Kay Thompson,https://covers.openlibrary.org/b/id/435956-L.jpg,https://openlibrary.org/works/OL42496W
Pigs,Robert Munsch,https://www.goodreads.com/book/show/453776.Pigs,Pigs,Robert N Munsch,https://covers.openlibrary.org/b/id/9960588-L.jpg,https://openlibrary.org/works/OL88685W
Hoot,Carl Hiaasen,https://www.goodreads.com/book/show/13083.Hoot,Hoot,Carl Hiaasen,https://covers.openlibrary.org/b/id/9320679-L.jpg,https://openlibrary.org/works/OL463581W
Dinotopia: A Land Apart from Time,James Gurney,https://www.goodreads.com/book/show/144006.Dinotopia,,,,
Blueberry Girl,Neil Gaiman,https://www.goodreads.com/book/show/1967067.Blueberry_Girl,Blueberry girl,Neil Gaiman,https://covers.openlibrary.org/b/id/6387611-L.jpg,https://openlibrary.org/works/OL679268W
"I'm Squirrely! (The Nut Family, #1)",Brenda Lochinger,https://www.goodreads.com/book/show/11291114-i-m-squirrely,I'm Squirrely!,Brenda Lochinger,https://covers.openlibrary.org/b/id/9089271-L.jpg,https://openlibrary.org/works/OL20422221W
The Hunchback of Notre-Dame,Victor Hugo,https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame,The Hunchback of Notre-Dame,Victor Hugo,,https://openlibrary.org/works/OL35667951W
Alphabet Adventure,Audrey Wood,https://www.goodreads.com/book/show/815265.Alphabet_Adventure,Alphabet adventure,Audrey Wood,https://covers.openlibrary.org/b/id/275656-L.jpg,https://openlibrary.org/works/OL547401W
"Asterix the Gaul (Asterix, #1)",René Goscinny,https://www.goodreads.com/book/show/71292.Asterix_the_Gaul,Asterix the Gaul,René Goscinny,,https://openlibrary.org/works/OL33305017W
"Julius, the Baby of the World",Kevin Henkes,https://www.goodreads.com/book/show/20694.Julius_the_Baby_of_the_World,"Julius, the Baby of the World",Kevin Henkes,https://covers.openlibrary.org/b/id/430487-L.jpg,https://openlibrary.org/works/OL469279W
Inch by Inch,Leo Lionni,https://www.goodreads.com/book/show/375902.Inch_by_Inch,Inch by inch,Leo Lionni,https://covers.openlibrary.org/b/id/1466391-L.jpg,https://openlibrary.org/works/OL2162568W
"You Read to Me, I'll Read to You: Very Short Fairy Tales to Read Together (You Read to Me, I'll Read to You, 2)",Mary Ann Hoberman,https://www.goodreads.com/book/show/381131.You_Read_to_Me_I_ll_Read_to_You,"You Read to Me, I'll Read to You Very Short Fairy Tales to Read Together",Mary Ann Hoberman,,https://openlibrary.org/works/OL15043926W
"The Stonekeeper (Amulet, #1)",Kazu Kibuishi,https://www.goodreads.com/book/show/1238684.The_Stonekeeper,,,,
"Nathaniel's 1st Adventure (Cosmic Aviators, #1)",G.E.F. Neilson,https://www.goodreads.com/book/show/18008226-nathaniel-s-1st-adventure,,,,
Fooling Ewe,Mike Demers,https://www.goodreads.com/book/show/17839089-fooling-ewe,,,,
Larry & Family,Victoria   Anderson,https://www.goodreads.com/book/show/17724379-larry-family,Larry and Family,Victoria Anderson,,https://openlibrary.org/works/OL39775994W
Robert Mumpkin Myer and the Wish Makers,Hayley Merelle,https://www.goodreads.com/book/show/26089983-robert-mumpkin-myer-and-the-wish-makers,Robert Mumpkin Myer and the Wish Makers,Hayley Merelle,,https://openlibrary.org/works/OL38233748W
Ten Apples Up on Top,Dr. Seuss,https://www.goodreads.com/book/show/7797.Ten_Apples_Up_on_Top,Ten Apples Up on Top,Dr. Seuss,https://covers.openlibrary.org/b/id/423601-L.jpg,https://openlibrary.org/works/OL9153112W
A Doll Like Me,Kimberly  Gordon,https://www.goodreads.com/book/show/34763333-a-doll-like-me,A Doll Like Me,Kimberly J Gordon,https://covers.openlibrary.org/b/id/10844345-L.jpg,https://openlibrary.org/works/OL24324664W
Billy Makes Cookies,Pria Dee,https://www.goodreads.com/book/show/60423197-billy-makes-cookies,,,,
Angelina and Alice,Katharine Holabird,https://www.goodreads.com/book/show/924105.Angelina_and_Alice,Angelina and Alice,Katharine Holabird,https://covers.openlibrary.org/b/id/322217-L.jpg,https://openlibrary.org/works/OL109062W
Amelia's Adventure,Dimitrios Spyridon Chytiris,https://www.goodreads.com/book/show/18522085-amelia-s-adventure,Amelia's Adventure,Dimitrios Spyridon Chytiris,https://covers.openlibrary.org/b/id/11752834-L.jpg,https://openlibrary.org/works/OL24865130W
"Amelia, the Venutons and the Golden Cage (Amelia's Amazing Space Adventures, #2)",Evonne Blanchard,https://www.goodreads.com/book/show/29567485-amelia-the-venutons-and-the-golden-cage,"Amelia, the Venutons and the Golden Cage",Evonne Blanchard,,https://openlibrary.org/works/OL40802994W
"Amelia, the Moochins and the Sapphire Palace (Amelia's Amazing Space Adventures, #1)",Evonne Blanchard,https://www.goodreads.com/book/show/24737967-amelia-the-moochins-and-the-sapphire-palace,"Amelia, the Moochins and the Sapphire Palace",Evonne Blanchard,,https://openlibrary.org/works/OL41301030W
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,https://www.goodreads.com/book/show/249747.Artemis_Fowl,Artemis Fowl,Eoin Colfer,https://covers.openlibrary.org/b/id/10212689-L.jpg,https://openlibrary.org/works/OL5725956W
Die kleine Hexe,Otfried Preußler,https://www.goodreads.com/book/show/1148052.Die_kleine_Hexe,Die kleine Hexe,Otfried Preußler,https://covers.openlibrary.org/b/id/1017521-L.jpg,https://openlibrary.org/works/OL2589222W
Bambi: A Life in the Woods,Felix Salten,https://www.goodreads.com/book/show/739840.Bambi,,,,
"The Tale of Jemima Puddle-Duck (World of Beatrix Potter, #12)",Beatrix Potter,https://www.goodreads.com/book/show/19336.The_Tale_of_Jemima_Puddle_Duck,The tale of Jemima Puddle-Duck,Beatrix Potter,https://covers.openlibrary.org/b/id/7347371-L.jpg,https://openlibrary.org/works/OL16067296W
Happy,Mies van Hout,https://www.goodreads.com/book/show/13114715-happy,Happy,Mies Van Hout,https://covers.openlibrary.org/b/id/10898168-L.jpg,https://openlibrary.org/works/OL24368936W
"Thank You, Mr. Falker",Patricia Polacco,https://www.goodreads.com/book/show/216048.Thank_You_Mr_Falker,"Thank you, Mr. Falker",Patricia Polacco,https://covers.openlibrary.org/b/id/259708-L.jpg,https://openlibrary.org/works/OL25567W
Mrs Trimble's Magic Tea-Pot,Steven Watson-Morris,https://www.goodreads.com/book/show/16100191-mrs-trimble-s-magic-tea-pot,,,,
The Tale of Mrs. Tittlemouse,Beatrix Potter,https://www.goodreads.com/book/show/885498.The_Tale_of_Mrs_Tittlemouse,The tale of Mrs. Tittlemouse,Beatrix Potter,https://covers.openlibrary.org/b/id/459305-L.jpg,https://openlibrary.org/works/OL108767W
The Family Itch,Jeremy Poole,https://www.goodreads.com/book/show/13596221-the-family-itch,,,,
"Bellazard: When the Dragons Went Missing (Reptilian, #1)",Ruth Watson-Morris,https://www.goodreads.com/book/show/16100179-bellazard,,,,
David Gets in Trouble,David Shannon,https://www.goodreads.com/book/show/120840.David_Gets_in_Trouble,David gets in trouble,David Shannon,https://covers.openlibrary.org/b/id/275554-L.jpg,https://openlibrary.org/works/OL547365W
Gnomes,Wil Huygen,https://www.goodreads.com/book/show/926908.Gnomes,Gnomes,Wil Huygen,https://covers.openlibrary.org/b/id/13445177-L.jpg,https://openlibrary.org/works/OL16121341W
Goodnight Opus,Berkeley Breathed,https://www.goodreads.com/book/show/397277.Goodnight_Opus,Goodnight Opus,Berkeley Breathed,https://covers.openlibrary.org/b/id/3932979-L.jpg,https://openlibrary.org/works/OL2919714W
